capture_id,capture_path,classification,confidence,pf127_signal,capture_playfield_id,event_playfield_ids,resource_playfield_ids,runtime_playfield_ids,character,validation_status,raw_packet_evidence,packets_hex_bytes,raw_packets_bytes,packets_hex_rows,raw_packets_rows,enemy_name_count,enemy_names,subway_terms,repository_reference_count,repository_references,implementation_reference_count,implementation_references,artifacts,reason
20260620-100910,tools-temp/AOSharpLiveCapture/bin/Debug/captures/20260620-100910,ELSEWHERE,confirmed,,1186,1186,,(Playfield2:04A2),Mikedoc,running,packets.hex.log,25515,0,128,0,0,,,0,,0,,capture-session.json;capture_info.json;events.log;packets.hex.log;enemy-state.csv,Explicit playfield evidence is present without a PF127 signal.
20260620-101515,tools-temp/AOSharpLiveCapture/bin/Debug/captures/20260620-101515,ELSEWHERE,confirmed,,1186,1186,,(Playfield2:04A2),Mikedoc,running,packets.hex.log,101379,0,518,0,0,,,0,,0,,capture-session.json;capture_info.json;events.log;packets.hex.log;enemy-state.csv,Explicit playfield evidence is present without a PF127 signal.
20260620-213807,tools-temp/AOSharpLiveCapture/bin/Debug/captures/20260620-213807,ELSEWHERE,confirmed,,,1186,1186,,,running,packets.hex.log,95476,0,212,0,0,,,4,AORebirth/Server/ZoneEngine/Core/MessageHandlers/SurgeryClinicInteractionHandler.cs;docs/generated/genericcmd_use_route_audit_20260630_200105.md;docs/generated/surgery_clinic_terminal_capture_result.md;docs/project/PROJECT_STATE.md,3,AORebirth/Server/ZoneEngine/Core/MessageHandlers/SurgeryClinicInteractionHandler.cs;docs/generated/genericcmd_use_route_audit_20260630_200105.md;docs/generated/surgery_clinic_terminal_capture_result.md,capture-session.json;capture_info.json;events.log;packets.hex.log;enemy-state.csv,Explicit playfield evidence is present without a PF127 signal.
20260620-214025,tools-temp/AOSharpLiveCapture/bin/Debug/captures/20260620-214025,ELSEWHERE,confirmed,,1186,1186,,(Playfield2:04A2),Mikedoc,running,packets.hex.log,12211,0,64,0,0,,,0,,0,,capture-session.json;capture_info.json;events.log;packets.hex.log;enemy-state.csv,Explicit playfield evidence is present without a PF127 signal.
20260620-214527,tools-temp/AOSharpLiveCapture/bin/Debug/captures/20260620-214527,ELSEWHERE,confirmed,,1089538,1089538,,(Playfield2:10A002),Youwillmezz,incomplete,packets.hex.log,227830,0,1123,0,0,,,0,,0,,capture-session.json;capture_info.json;capture-health.json;events.log;packets.hex.log;enemy-state.csv,Explicit playfield evidence is present without a PF127 signal.
20260620-214944,tools-temp/AOSharpLiveCapture/bin/Debug/captures/20260620-214944,ELSEWHERE,confirmed,,1186,800;1186,800,(Playfield2:04A2),Mikedoc,running,packets.hex.log,401973,0,1218,0,0,,,0,,0,,capture-session.json;capture_info.json;events.log;packets.hex.log;enemy-state.csv,Explicit playfield evidence is present without a PF127 signal.
20260620-221718,tools-temp/AOSharpLiveCapture/bin/Debug/captures/20260620-221718,ELSEWHERE,confirmed,,1089538,1089538,,(Playfield2:10A002),Youwillmezz,complete,packets.hex.log,21423,0,102,0,0,,,0,,0,,capture-session.json;capture_info.json;capture-health.json;events.log;packets.hex.log;enemy-state.csv,Explicit playfield evidence is present without a PF127 signal.
20260620-221929,tools-temp/AOSharpLiveCapture/bin/Debug/captures/20260620-221929,ELSEWHERE,confirmed,,,800;1186,800;1186,,,running,packets.hex.log,289834,0,810,0,0,,,0,,0,,capture-session.json;capture_info.json;events.log;packets.hex.log;enemy-state.csv,Explicit playfield evidence is present without a PF127 signal.
20260620-222813,tools-temp/AOSharpLiveCapture/bin/Debug/captures/20260620-222813,ELSEWHERE,confirmed,,1186,800;1186,800,(Playfield2:04A2),Mikedoc,running,packets.hex.log,595296,0,1426,0,0,,,0,,0,,capture-session.json;capture_info.json;events.log;packets.hex.log;enemy-state.csv,Explicit playfield evidence is present without a PF127 signal.
20260620-223429,tools-temp/AOSharpLiveCapture/bin/Debug/captures/20260620-223429,ELSEWHERE,confirmed,,1186,800;1186,800,(Playfield2:04A2),Mikedoc,running,packets.hex.log,776348,0,2376,0,0,,,0,,0,,capture-session.json;capture_info.json;events.log;packets.hex.log;enemy-state.csv,Explicit playfield evidence is present without a PF127 signal.
20260620-230138,tools-temp/AOSharpLiveCapture/bin/Debug/captures/20260620-230138,ELSEWHERE,confirmed,,6007,6007,,(Playfield2:1777),Youwillmezz,running,packets.hex.log,2125213,0,11599,0,0,,,1,docs/project/PROJECT_STATE.md,0,,capture-session.json;capture_info.json;events.log;packets.hex.log;enemy-state.csv,Explicit playfield evidence is present without a PF127 signal.
20260620-234156,tools-temp/AOSharpLiveCapture/bin/Debug/captures/20260620-234156,ELSEWHERE,confirmed,,6007,655;6007,655;6007,,Youwillmezz,complete,packets.hex.log,520430,0,2674,0,0,,,1,docs/project/PROJECT_STATE.md,0,,capture-session.json;capture_info.json;capture-health.json;events.log;packets.hex.log;enemy-state.csv,Explicit playfield evidence is present without a PF127 signal.
20260621-011843,tools-temp/AOSharpLiveCapture/bin/Debug/captures/20260621-011843,ELSEWHERE,confirmed,,6007,6007,,(Playfield2:1777),Youwillmezz,running,packets.hex.log,75476,0,492,0,0,,,0,,0,,capture-session.json;capture_info.json;events.log;packets.hex.log;enemy-state.csv,Explicit playfield evidence is present without a PF127 signal.
20260621-013227,tools-temp/AOSharpLiveCapture/bin/Debug/captures/20260621-013227,UNRESOLVED,unresolved,,,,,,,running,none,0,0,0,0,0,,,1,docs/ai/CURRENT_TASK.md,0,,capture-session.json;capture_info.json;events.log;packets.hex.log;enemy-state.csv,No usable capture-info or event playfield evidence exists.
20260621-014250,tools-temp/AOSharpLiveCapture/bin/Debug/captures/20260621-014250,ELSEWHERE,confirmed,,800,800,,(Playfield2:0320),Mikedoc,running,packets.hex.log,4278,0,22,0,0,,,0,,0,,capture-session.json;capture_info.json;events.log;packets.hex.log;enemy-state.csv,Explicit playfield evidence is present without a PF127 signal.
20260621-015247,tools-temp/AOSharpLiveCapture/bin/Debug/captures/20260621-015247,ELSEWHERE,confirmed,,800,800,,(Playfield2:0320),Mikedoc,running,packets.hex.log,3690,0,18,0,0,,,0,,0,,capture-session.json;capture_info.json;events.log;packets.hex.log;enemy-state.csv,Explicit playfield evidence is present without a PF127 signal.
20260621-015913,tools-temp/AOSharpLiveCapture/bin/Debug/captures/20260621-015913,ELSEWHERE,confirmed,,6007,6007,,(Playfield2:1777),Youwillmezz,running,packets.hex.log,83400,0,545,0,0,,,0,,0,,capture-session.json;capture_info.json;events.log;packets.hex.log;enemy-state.csv,Explicit playfield evidence is present without a PF127 signal.
20260621-020852,tools-temp/AOSharpLiveCapture/bin/Debug/captures/20260621-020852,ELSEWHERE,confirmed,,800,800,,(Playfield2:0320),Mikedoc,running,packets.hex.log,8470,0,48,0,0,,,0,,0,,capture-session.json;capture_info.json;events.log;packets.hex.log;enemy-state.csv,Explicit playfield evidence is present without a PF127 signal.
20260621-021223,tools-temp/AOSharpLiveCapture/bin/Debug/captures/20260621-021223,ELSEWHERE,confirmed,,800,800,,(Playfield2:0320),Mikedoc,running,packets.hex.log,3722,0,18,0,0,,,0,,0,,capture-session.json;capture_info.json;events.log;packets.hex.log;enemy-state.csv,Explicit playfield evidence is present without a PF127 signal.
20260621-021829,tools-temp/AOSharpLiveCapture/bin/Debug/captures/20260621-021829,ELSEWHERE,confirmed,,,800,800,,,running,packets.hex.log,17044,0,45,0,0,,,0,,0,,capture-session.json;capture_info.json;events.log;packets.hex.log;enemy-state.csv,Explicit playfield evidence is present without a PF127 signal.
20260621-022335,tools-temp/AOSharpLiveCapture/bin/Debug/captures/20260621-022335,ELSEWHERE,confirmed,,,800,800,,,running,packets.hex.log,30362,0,105,0,0,,,0,,0,,capture-session.json;capture_info.json;events.log;packets.hex.log;enemy-state.csv,Explicit playfield evidence is present without a PF127 signal.
20260621-052003,tools-temp/AOSharpLiveCapture/bin/Debug/captures/20260621-052003,ELSEWHERE,confirmed,,1186,1186,,(Playfield2:04A2),Mikedoc,running,packets.hex.log,26074,0,158,0,0,,,1,docs/project/PROJECT_STATE.md,0,,capture-session.json;capture_info.json;events.log;packets.hex.log;enemy-state.csv,Explicit playfield evidence is present without a PF127 signal.
20260621-062224,tools-temp/AOSharpLiveCapture/bin/Debug/captures/20260621-062224,ELSEWHERE,confirmed,,1093632,655;6002;1089543;1093632,655;6002,(Playfield2:10B000),Youwillnuke,running,packets.hex.log,832728,0,2770,0,0,,,4,AORebirth/Server/ZoneEngine/Core/MessageHandlers/SurgeryClinicInteractionHandler.cs;docs/generated/genericcmd_use_route_audit_20260630_200105.md;docs/generated/surgery_clinic_terminal_capture_result.md;docs/project/PROJECT_STATE.md,3,AORebirth/Server/ZoneEngine/Core/MessageHandlers/SurgeryClinicInteractionHandler.cs;docs/generated/genericcmd_use_route_audit_20260630_200105.md;docs/generated/surgery_clinic_terminal_capture_result.md,capture-session.json;capture_info.json;events.log;packets.hex.log;enemy-state.csv,Explicit playfield evidence is present without a PF127 signal.
20260621-063942,tools-temp/AOSharpLiveCapture/bin/Debug/captures/20260621-063942,ELSEWHERE,confirmed,,1089543,1089543,,(Playfield2:10A007),Brackenridge,complete,packets.hex.log,117004,0,560,0,0,,,2,docs/generated/surgery_clinic_implant_install_capture_result.md;docs/project/PROJECT_STATE.md,1,docs/generated/surgery_clinic_implant_install_capture_result.md,capture-session.json;capture_info.json;capture-health.json;events.log;packets.hex.log;enemy-state.csv,Explicit playfield evidence is present without a PF127 signal.
20260621-072558,tools-temp/AOSharpLiveCapture/bin/Debug/captures/20260621-072558,ELSEWHERE,confirmed,,1186,1186,,(Playfield2:04A2),Mikedoc,running,packets.hex.log,36756,0,188,0,0,,,0,,0,,capture-session.json;capture_info.json;events.log;packets.hex.log;enemy-state.csv,Explicit playfield evidence is present without a PF127 signal.
20260621-073119,tools-temp/AOSharpLiveCapture/bin/Debug/captures/20260621-073119,ELSEWHERE,confirmed,,800,800;1186,800,,Mikedoc,complete,packets.hex.log,44938,0,156,0,0,,,0,,0,,capture-session.json;capture_info.json;capture-health.json;events.log;packets.hex.log;enemy-state.csv,Explicit playfield evidence is present without a PF127 signal.
20260621-073837,tools-temp/AOSharpLiveCapture/bin/Debug/captures/20260621-073837,ELSEWHERE,confirmed,,800,800;1130515,800,,Youwillmezz,complete,packets.hex.log,98284,0,218,0,0,,,2,docs/generated/bank_wear_mirror_capture_result.md;docs/project/PROJECT_STATE.md,1,docs/generated/bank_wear_mirror_capture_result.md,capture-session.json;capture_info.json;capture-health.json;events.log;packets.hex.log;enemy-state.csv,Explicit playfield evidence is present without a PF127 signal.
20260621-090755,tools-temp/AOSharpLiveCapture/bin/Debug/captures/20260621-090755,ELSEWHERE,confirmed,,1077254,655;1077254,655,,Youwillnuke,complete,packets.hex.log,440207,0,1818,0,0,,,0,,0,,capture-session.json;capture_info.json;capture-health.json;events.log;packets.hex.log;enemy-state.csv,Explicit playfield evidence is present without a PF127 signal.
20260621-091447,tools-temp/AOSharpLiveCapture/bin/Debug/captures/20260621-091447,ELSEWHERE,confirmed,,655,655;800;1077254,800,(Playfield2:028F),Youwillnuke,running,packets.hex.log,1329312,0,5990,0,0,,,4,AORebirth/Server/ZoneEngine/Core/MessageHandlers/GridTerminalInteractionHandler.cs;docs/generated/grid_enter_terminal_template_95350_result.md;docs/generated/grid_terminal_c0040320_capture_result.md;docs/generated/grid_terminal_live_capture_20260622_result.md,4,AORebirth/Server/ZoneEngine/Core/MessageHandlers/GridTerminalInteractionHandler.cs;docs/generated/grid_enter_terminal_template_95350_result.md;docs/generated/grid_terminal_c0040320_capture_result.md;docs/generated/grid_terminal_live_capture_20260622_result.md,capture-session.json;capture_info.json;events.log;packets.hex.log;enemy-state.csv,Explicit playfield evidence is present without a PF127 signal.
20260622-003221,tools-temp/AOSharpLiveCapture/bin/Debug/captures/20260622-003221,ELSEWHERE,confirmed,,567,505;560;567;640;665;670;685;695;700;705;730;1181697,505;560;640;665;670;685;695;700;705;730,(Playfield2:0237),Youwillmezz,running,packets.hex.log,3246233,0,9362,0,0,,,3,AORebirth/Server/ZoneEngine/Core/MessageHandlers/GridTerminalInteractionHandler.cs;docs/generated/grid_enter_terminal_template_95350_result.md;docs/generated/grid_terminal_live_capture_20260622_result.md,3,AORebirth/Server/ZoneEngine/Core/MessageHandlers/GridTerminalInteractionHandler.cs;docs/generated/grid_enter_terminal_template_95350_result.md;docs/generated/grid_terminal_live_capture_20260622_result.md,capture-session.json;capture_info.json;events.log;packets.hex.log;enemy-state.csv,Explicit playfield evidence is present without a PF127 signal.
20260622-071718,tools-temp/AOSharpLiveCapture/bin/Debug/captures/20260622-071718,ELSEWHERE,confirmed,,800,800;1181697,,(Playfield2:0320),Youwillmezz,running,packets.hex.log,296669,0,884,0,0,,,0,,0,,capture-session.json;capture_info.json;events.log;packets.hex.log;enemy-state.csv,Explicit playfield evidence is present without a PF127 signal.
20260622-071741,tools-temp/AOSharpLiveCapture/bin/Debug/captures/20260622-071741,ELSEWHERE,confirmed,,800,800;1181697,800,,Youwillmezz,complete,packets.hex.log,201267,0,614,0,0,,,0,,0,,capture-session.json;capture_info.json;capture-health.json;events.log;packets.hex.log;enemy-state.csv,Explicit playfield evidence is present without a PF127 signal.
20260622-073015,tools-temp/AOSharpLiveCapture/bin/Debug/captures/20260622-073015,ELSEWHERE,confirmed,,1179653,655;1138688;1179653;1183745,655,,Youwillmezz,complete,packets.hex.log,938308,0,2662,0,0,,,2,AORebirth/Server/ZoneEngine/Core/PacketHandlers/OrgClient.cs;docs/generated/private_city_citycontroller_compat_result.md,2,AORebirth/Server/ZoneEngine/Core/PacketHandlers/OrgClient.cs;docs/generated/private_city_citycontroller_compat_result.md,capture-session.json;capture_info.json;capture-health.json;events.log;packets.hex.log;enemy-state.csv,Explicit playfield evidence is present without a PF127 signal.
20260622-081426,tools-temp/AOSharpLiveCapture/bin/Debug/captures/20260622-081426,UNRESOLVED,unresolved,,,,,,Youwillmezz,,none,0,0,0,0,0,,,1,docs/ai/CURRENT_TASK.md,0,,capture-session.json;events.log;packets.hex.log;enemy-state.csv,No usable capture-info or event playfield evidence exists.
20260622-081427,tools-temp/AOSharpLiveCapture/bin/Debug/captures/20260622-081427,ELSEWHERE,confirmed,,655,655,,(Playfield2:028F),Youwillmezz,complete,packets.hex.log,421593,0,1946,0,0,,,1,docs/generated/private_city_citycontroller_compat_result.md,1,docs/generated/private_city_citycontroller_compat_result.md,capture-session.json;capture_info.json;capture-health.json;events.log;packets.hex.log;enemy-state.csv,Explicit playfield evidence is present without a PF127 signal.
20260622-092054,tools-temp/AOSharpLiveCapture/bin/Debug/captures/20260622-092054,ELSEWHERE,confirmed,,1067112,655;1067112,,,Youwillmezz,complete,packets.hex.log,99465,0,338,0,0,,,2,AORebirth/Server/ZoneEngine/Core/Playfields/PrivateCityReadyInitCoordinator.cs;docs/generated/private_city_compat_capture_result_20260622.md,2,AORebirth/Server/ZoneEngine/Core/Playfields/PrivateCityReadyInitCoordinator.cs;docs/generated/private_city_compat_capture_result_20260622.md,capture-session.json;capture_info.json;capture-health.json;events.log;packets.hex.log;enemy-state.csv,Explicit playfield evidence is present without a PF127 signal.
20260622-092724,tools-temp/AOSharpLiveCapture/bin/Debug/captures/20260622-092724,ELSEWHERE,confirmed,,1067112,1067112,,(Playfield2:104868),Youwillmezz,complete,packets.hex.log,5620,0,18,0,0,,,1,docs/generated/private_city_compat_capture_result_20260622.md,1,docs/generated/private_city_compat_capture_result_20260622.md,capture-session.json;capture_info.json;capture-health.json;events.log;packets.hex.log;enemy-state.csv,Explicit playfield evidence is present without a PF127 signal.
20260622-093102,tools-temp/AOSharpLiveCapture/bin/Debug/captures/20260622-093102,ELSEWHERE,confirmed,,1067112,1067112,,(Playfield2:104868),Youwillmezz,complete,packets.hex.log,23145,0,100,0,0,,,2,AORebirth/Server/ZoneEngine/Core/MessageHandlers/OrgClientMessageHandler.cs;docs/generated/private_city_compat_capture_result_20260622.md,2,AORebirth/Server/ZoneEngine/Core/MessageHandlers/OrgClientMessageHandler.cs;docs/generated/private_city_compat_capture_result_20260622.md,capture-session.json;capture_info.json;capture-health.json;events.log;packets.hex.log;enemy-state.csv,Explicit playfield evidence is present without a PF127 signal.
20260622-093540,tools-temp/AOSharpLiveCapture/bin/Debug/captures/20260622-093540,ELSEWHERE,confirmed,,1067112,1067112;1181697,,,Youwillmezz,complete,packets.hex.log,75044,0,217,0,0,,,3,AORebirth/Server/ZoneEngine/Core/Functions/GameFunctions/exitproxyplayfield.cs;AORebirth/Server/ZoneEngine/Core/Playfields/PrivateCityReadyInitCoordinator.cs;docs/generated/private_city_compat_capture_result_20260622.md,3,AORebirth/Server/ZoneEngine/Core/Functions/GameFunctions/exitproxyplayfield.cs;AORebirth/Server/ZoneEngine/Core/Playfields/PrivateCityReadyInitCoordinator.cs;docs/generated/private_city_compat_capture_result_20260622.md,capture-session.json;capture_info.json;capture-health.json;events.log;packets.hex.log;enemy-state.csv,Explicit playfield evidence is present without a PF127 signal.
20260622-101935,tools-temp/AOSharpLiveCapture/bin/Debug/captures/20260622-101935,ELSEWHERE,confirmed,,1196045,655;1196045,655,,Youwillnuke,complete,packets.hex.log,387229,0,1586,0,0,,,5,AORebirth/Server/ZoneEngine/Core/Playfields/Playfield.cs;AORebirth/Server/ZoneEngine/Core/Playfields/PlayfieldContentDataProvider.cs;AORebirth/Server/ZoneEngine/Core/Playfields/PlayfieldStatelTransitionRuntimeService.cs;AORebirth/Server/ZoneEngine/Core/Playfields/PrivateCityReadyInitCoordinator.cs;docs/generated/private_city_montroyal_entry_capture_result_20260622.md,5,AORebirth/Server/ZoneEngine/Core/Playfields/Playfield.cs;AORebirth/Server/ZoneEngine/Core/Playfields/PlayfieldContentDataProvider.cs;AORebirth/Server/ZoneEngine/Core/Playfields/PlayfieldStatelTransitionRuntimeService.cs;AORebirth/Server/ZoneEngine/Core/Playfields/PrivateCityReadyInitCoordinator.cs;docs/generated/private_city_montroyal_entry_capture_result_20260622.md,capture-session.json;capture_info.json;capture-health.json;events.log;packets.hex.log;enemy-state.csv,Explicit playfield evidence is present without a PF127 signal.
20260622-132353,tools-temp/AOSharpLiveCapture/bin/Debug/captures/20260622-132353,ELSEWHERE,confirmed,,1196045,1196045,,(Playfield2:12400D),Mikedoc,complete,packets.hex.log,9975,0,54,0,0,,,0,,0,,capture-session.json;capture_info.json;capture-health.json;events.log;packets.hex.log;enemy-state.csv,Explicit playfield evidence is present without a PF127 signal.
20260622-133248,tools-temp/AOSharpLiveCapture/bin/Debug/captures/20260622-133248,ELSEWHERE,confirmed,,655,655;1107971,,(Playfield2:028F),Youwillmezz,running,packets.hex.log,273263,0,1144,0,0,,,0,,0,,capture-session.json;capture_info.json;events.log;packets.hex.log;enemy-state.csv,Explicit playfield evidence is present without a PF127 signal.
20260623-010420,tools-temp/AOSharpLiveCapture/bin/Debug/captures/20260623-010420,ELSEWHERE,confirmed,,655,655,,(Playfield2:028F),Valk2024,running,packets.hex.log,80518,0,313,0,0,,,0,,0,,capture-session.json;capture_info.json;events.log;packets.hex.log;enemy-state.csv,Explicit playfield evidence is present without a PF127 signal.
20260623-010648,tools-temp/AOSharpLiveCapture/bin/Debug/captures/20260623-010648,ELSEWHERE,confirmed,,655,655,,(Playfield2:028F),Valk2024,complete,packets.hex.log,6896,0,34,0,0,,,0,,0,,capture-session.json;capture_info.json;capture-health.json;events.log;packets.hex.log;enemy-state.csv,Explicit playfield evidence is present without a PF127 signal.
20260623-010708,tools-temp/AOSharpLiveCapture/bin/Debug/captures/20260623-010708,ELSEWHERE,confirmed,,655,655,,(Playfield2:028F),Valk2024,running,packets.hex.log,115397,0,535,0,0,,,0,,0,,capture-session.json;capture_info.json;events.log;packets.hex.log;enemy-state.csv,Explicit playfield evidence is present without a PF127 signal.
20260623-010726,tools-temp/AOSharpLiveCapture/bin/Debug/captures/20260623-010726,ELSEWHERE,confirmed,,655,655,,(Playfield2:028F),Valk2024,complete,packets.hex.log,114507,0,530,0,0,,,0,,0,,capture-session.json;capture_info.json;capture-health.json;events.log;packets.hex.log;enemy-state.csv,Explicit playfield evidence is present without a PF127 signal.
20260623-011533,tools-temp/AOSharpLiveCapture/bin/Debug/captures/20260623-011533,ELSEWHERE,confirmed,,655,655,,(Playfield2:028F),Valk2024,running,packets.hex.log,13631,0,62,0,0,,,0,,0,,capture-session.json;capture_info.json;events.log;packets.hex.log;enemy-state.csv,Explicit playfield evidence is present without a PF127 signal.
20260623-012720,tools-temp/AOSharpLiveCapture/bin/Debug/captures/20260623-012720,ELSEWHERE,confirmed,,1196034,655;1196034,655,,Valk2024,complete,packets.hex.log,1029996,0,4488,0,0,,,1,docs/generated/private_city_capture_20260623_012720_guest_key_and_non_owned_controller.md,1,docs/generated/private_city_capture_20260623_012720_guest_key_and_non_owned_controller.md,capture-session.json;capture_info.json;capture-health.json;events.log;packets.hex.log;enemy-state.csv,Explicit playfield evidence is present without a PF127 signal.
20260623-014311,tools-temp/AOSharpLiveCapture/bin/Debug/captures/20260623-014311,ELSEWHERE,confirmed,,1196034,655;1196034,655,,Valk2024,complete,packets.hex.log,135260,0,437,0,0,,,0,,0,,capture-session.json;capture_info.json;capture-health.json;events.log;packets.hex.log;enemy-state.csv,Explicit playfield evidence is present without a PF127 signal.
20260623-014854,tools-temp/AOSharpLiveCapture/bin/Debug/captures/20260623-014854,ELSEWHERE,confirmed,,1196034,655;800;1112071;1181697;1196034,655;800,(Playfield2:124002),Valk2024,running,packets.hex.log,361447,0,1112,0,0,,,0,,0,,capture-session.json;capture_info.json;events.log;packets.hex.log;enemy-state.csv,Explicit playfield evidence is present without a PF127 signal.
20260623-015602,tools-temp/AOSharpLiveCapture/bin/Debug/captures/20260623-015602,ELSEWHERE,confirmed,,1196034,655;800;1112071;1181697;1196034,655;800,(Playfield2:124002),Valk2024,running,packets.hex.log,337331,0,1047,0,0,,,2,AORebirth/Server/ZoneEngine/Core/MessageHandlers/CityControllerInteractionHandler.cs;docs/generated/private_city_purchase_capture_20260623_015602.md,2,AORebirth/Server/ZoneEngine/Core/MessageHandlers/CityControllerInteractionHandler.cs;docs/generated/private_city_purchase_capture_20260623_015602.md,capture-session.json;capture_info.json;events.log;packets.hex.log;enemy-state.csv,Explicit playfield evidence is present without a PF127 signal.
20260623-021643,tools-temp/AOSharpLiveCapture/bin/Debug/captures/20260623-021643,ELSEWHERE,confirmed,,800,655;800;1181697;1196034,655,(Playfield2:0320),Valk2024,running,packets.hex.log,399372,0,941,0,0,,,4,AORebirth/Server/ZoneEngine/Core/Playfields/PlayfieldStatelTransitionRuntimeService.cs;AORebirth/Server/ZoneEngine/Core/Playfields/PrivateCityReadyInitCoordinator.cs;docs/generated/org_command_capture_20260623_084448.md;docs/generated/private_city_owned_entry_capture_20260623_021643.md,4,AORebirth/Server/ZoneEngine/Core/Playfields/PlayfieldStatelTransitionRuntimeService.cs;AORebirth/Server/ZoneEngine/Core/Playfields/PrivateCityReadyInitCoordinator.cs;docs/generated/org_command_capture_20260623_084448.md;docs/generated/private_city_owned_entry_capture_20260623_021643.md,capture-session.json;capture_info.json;events.log;packets.hex.log;enemy-state.csv,Explicit playfield evidence is present without a PF127 signal.
20260623-040642,tools-temp/AOSharpLiveCapture/bin/Debug/captures/20260623-040642,ELSEWHERE,confirmed,,1196045,1196045,,(Playfield2:12400D),Mikedoc,running,packets.hex.log,1356,0,7,0,0,,,1,docs/generated/org_info_client_state_capture_20260623_042326.md,1,docs/generated/org_info_client_state_capture_20260623_042326.md,capture-session.json;capture_info.json;events.log;packets.hex.log;enemy-state.csv,Explicit playfield evidence is present without a PF127 signal.
20260623-041728,tools-temp/AOSharpLiveCapture/bin/Debug/captures/20260623-041728,ELSEWHERE,confirmed,,1196045,1196045,,(Playfield2:12400D),Mikedoc,running,packets.hex.log,9687,0,53,0,0,,,0,,0,,capture-session.json;capture_info.json;events.log;packets.hex.log;enemy-state.csv,Explicit playfield evidence is present without a PF127 signal.
20260623-042326,tools-temp/AOSharpLiveCapture/bin/Debug/captures/20260623-042326,ELSEWHERE,confirmed,,1108028,655;1108028,655,(Playfield2:10E83C),Valk2024,running,packets.hex.log,93124,0,232,0,0,,,2,AORebirth/Server/ZoneEngine/Core/Playfields/PrivateCityReadyInitCoordinator.cs;docs/generated/org_info_client_state_capture_20260623_042326.md,2,AORebirth/Server/ZoneEngine/Core/Playfields/PrivateCityReadyInitCoordinator.cs;docs/generated/org_info_client_state_capture_20260623_042326.md,capture-session.json;capture_info.json;events.log;packets.hex.log;enemy-state.csv,Explicit playfield evidence is present without a PF127 signal.
20260623-044444,tools-temp/AOSharpLiveCapture/bin/Debug/captures/20260623-044444,ELSEWHERE,confirmed,,1196045,1196045,,(Playfield2:12400D),Mikedoc,running,packets.hex.log,408,0,2,0,0,,,0,,0,,capture-session.json;capture_info.json;events.log;packets.hex.log;enemy-state.csv,Explicit playfield evidence is present without a PF127 signal.
20260623-045431,tools-temp/AOSharpLiveCapture/bin/Debug/captures/20260623-045431,ELSEWHERE,confirmed,,655,655;1196045,,(Playfield2:028F),Mikedoc,running,packets.hex.log,20272,0,70,0,0,,,0,,0,,capture-session.json;capture_info.json;events.log;packets.hex.log;enemy-state.csv,Explicit playfield evidence is present without a PF127 signal.
20260623-081344,tools-temp/AOSharpLiveCapture/bin/Debug/captures/20260623-081344,ELSEWHERE,confirmed,,1179648,1179648,,(Playfield2:120000),Valk2024,running,packets.hex.log,1207,0,7,0,0,,,1,docs/generated/city_controller_non_org_capture_20260623_081344.md,1,docs/generated/city_controller_non_org_capture_20260623_081344.md,capture-session.json;capture_info.json;events.log;packets.hex.log;enemy-state.csv,Explicit playfield evidence is present without a PF127 signal.
20260623-091851,tools-temp/AOSharpLiveCapture/bin/Debug/captures/20260623-091851,ELSEWHERE,confirmed,,1067093,655;6002;1067093;1116167,,(Playfield2:104855),Valk2024,running,packets.hex.log,2929,0,15,0,0,,,0,,0,,capture-session.json;capture_info.json;events.log;packets.hex.log;enemy-state.csv,Explicit playfield evidence is present without a PF127 signal.
20260623-093029,tools-temp/AOSharpLiveCapture/bin/Debug/captures/20260623-093029,ELSEWHERE,confirmed,,655,655,,(Playfield2:028F),Valk2024,running,packets.hex.log,79586,0,323,0,0,,,0,,0,,capture-session.json;capture_info.json;events.log;packets.hex.log;enemy-state.csv,Explicit playfield evidence is present without a PF127 signal.
20260623-093424,tools-temp/AOSharpLiveCapture/bin/Debug/captures/20260623-093424,ELSEWHERE,confirmed,,655,655,,(Playfield2:028F),Youwillnuke,running,packets.hex.log,3401112,0,18356,0,0,,,0,,0,,capture-session.json;capture_info.json;events.log;packets.hex.log;enemy-state.csv,Explicit playfield evidence is present without a PF127 signal.
20260623-095505,tools-temp/AOSharpLiveCapture/bin/Debug/captures/20260623-095505,ELSEWHERE,confirmed,,655,655;800;3081;1181697;1218560,800;3081,(Playfield2:028F),Youwillnuke,running,packets.hex.log,1069570,0,4571,0,0,,,0,,0,,capture-session.json;capture_info.json;events.log;packets.hex.log;enemy-state.csv,Explicit playfield evidence is present without a PF127 signal.
20260623-101709,tools-temp/AOSharpLiveCapture/bin/Debug/captures/20260623-101709,ELSEWHERE,confirmed,,1218560,1218560,,(Playfield2:129800),Youwillnuke,running,packets.hex.log,2263922,0,12080,0,0,,,0,,0,,capture-session.json;capture_info.json;events.log;packets.hex.log;enemy-state.csv,Explicit playfield evidence is present without a PF127 signal.
20260623-111355,tools-temp/AOSharpLiveCapture/bin/Debug/captures/20260623-111355,ELSEWHERE,confirmed,,1044525,1044525,,(Playfield2:FF02D),Shinichi,running,packets.hex.log,873376,0,4351,0,0,,,0,,0,,capture-session.json;capture_info.json;events.log;packets.hex.log;enemy-state.csv;enemy-combat.csv;enemy-movement.csv,Explicit playfield evidence is present without a PF127 signal.
